Time, Voltage, Current, Resistance, Torque, Speed, Temperature, Vibration, Load, Component Failure
7.186834, 128.559, 71.86834, 20, 92.81316, 718.6834, 35.93417, 1.178385, 500, Voltage Spike
7.189146, 128.7018, 71.89146, 20, 92.81085, 718.9146, 35.94573, 1.180527, 500, Voltage Spike
7.19128, 128.8333, 71.9128, 20, 92.80872, 719.128, 35.9564, 1.182499, 500, Voltage Spike
7.194007, 129.0008, 71.94007, 20, 92.80599, 719.4007, 35.97004, 1.185012, 500, Voltage Spike
7.196051, 129.1259, 71.96051, 20, 92.80395, 719.605, 35.98026, 1.186889, 500, Voltage Spike
7.198168, 129.2552, 71.98168, 20, 92.80183, 719.8168, 35.99084, 1.188828, 500, Voltage Spike
7.200885, 129.4206, 72.00885, 20, 92.79912, 720.0885, 36.00443, 1.191309, 500, Voltage Spike
7.203099, 129.555, 72.03099, 20, 92.7969, 720.3099, 36.0155, 1.193324, 500, Voltage Spike
7.205329, 129.6899, 72.05329, 20, 92.79467, 720.533, 36.02665, 1.195348, 500, Voltage Spike
7.207841, 129.8413, 72.07841, 20, 92.79216, 720.7841, 36.0392, 1.19762, 500, Voltage Spike
7.210153, 129.9803, 72.10153, 20, 92.78985, 721.0153, 36.05077, 1.199705, 500, Voltage Spike
7.212263, 130.1068, 72.12263, 20, 92.78773, 721.2263, 36.06132, 1.201602, 500, Voltage Spike
7.214489, 130.2398, 72.14488, 20, 92.78551, 721.4489, 36.07244, 1.203598, 500, Voltage Spike
7.216996, 130.3892, 72.16996, 20, 92.783, 721.6996, 36.08498, 1.205838, 500, Voltage Spike
7.219484, 130.537, 72.19484, 20, 92.78052, 721.9484, 36.09742, 1.208054, 500, Voltage Spike
7.221363, 130.6482, 72.21362, 20, 92.77864, 722.1362, 36.10681, 1.209723, 500, Voltage Spike
7.224297, 130.8213, 72.24297, 20, 92.7757, 722.4297, 36.12148, 1.212319, 500, Voltage Spike
7.226289, 130.9385, 72.26289, 20, 92.77371, 722.6289, 36.13145, 1.214077, 500, Voltage Spike
7.228408, 131.0627, 72.28408, 20, 92.77159, 722.8408, 36.14204, 1.215941, 500, Voltage Spike
7.23059, 131.1903, 72.3059, 20, 92.76941, 723.059, 36.15295, 1.217855, 500, Voltage Spike
7.233487, 131.3591, 72.33487, 20, 92.76651, 723.3487, 36.16743, 1.220387, 500, Voltage Spike
7.235577, 131.4804, 72.35577, 20, 92.76442, 723.5577, 36.17789, 1.222207, 500, Voltage Spike
7.237899, 131.6149, 72.37899, 20, 92.7621, 723.7899, 36.1895, 1.224223, 500, Voltage Spike
7.239899, 131.7302, 72.39899, 20, 92.7601, 723.9899, 36.19949, 1.225953, 500, Voltage Spike
7.242177, 131.8613, 72.42177, 20, 92.75782, 724.2177, 36.21088, 1.227919, 500, Voltage Spike
7.244721, 132.0071, 72.44721, 20, 92.75528, 724.4721, 36.22361, 1.230107, 500, Voltage Spike
7.246965, 132.1354, 72.46965, 20, 92.75304, 724.6965, 36.23483, 1.232031, 500, Voltage Spike
7.249171, 132.261, 72.49171, 20, 92.75083, 724.9171, 36.24586, 1.233915, 500, Voltage Spike
7.251631, 132.4006, 72.51631, 20, 92.74837, 725.1631, 36.25816, 1.236009, 500, Voltage Spike
7.253871, 132.5273, 72.53871, 20, 92.74613, 725.3871, 36.26936, 1.23791, 500, Voltage Spike
7.256252, 132.6615, 72.56252, 20, 92.74375, 725.6252, 36.28126, 1.239923, 500, Voltage Spike
7.258361, 132.78, 72.58361, 20, 92.74164, 725.8361, 36.29181, 1.241701, 500, Voltage Spike
7.260938, 132.9243, 72.60938, 20, 92.73906, 726.0938, 36.30469, 1.243865, 500, Voltage Spike
7.263216, 133.0515, 72.63216, 20, 92.73679, 726.3216, 36.31608, 1.245772, 500, Voltage Spike
7.265613, 133.1847, 72.65613, 20, 92.73439, 726.5613, 36.32806, 1.247771, 500, Voltage Spike
7.267915, 133.3123, 72.67915, 20, 92.73209, 726.7915, 36.33958, 1.249684, 500, Voltage Spike
7.270013, 133.4281, 72.70013, 20, 92.72999, 727.0013, 36.35006, 1.251422, 500, Voltage Spike
7.272055, 133.5405, 72.72055, 20, 92.72794, 727.2055, 36.36028, 1.253108, 500, Voltage Spike
7.274569, 133.6784, 72.74569, 20, 92.72543, 727.4569, 36.37284, 1.255177, 500, Voltage Spike
7.27677, 133.7988, 72.7677, 20, 92.72323, 727.677, 36.38385, 1.256981, 500, Voltage Spike
7.278873, 133.9133, 72.78873, 20, 92.72113, 727.8873, 36.39437, 1.2587, 500, Voltage Spike
7.281435, 134.0524, 72.81435, 20, 92.71857, 728.1436, 36.40718, 1.260786, 500, Voltage Spike
7.283919, 134.1867, 72.83919, 20, 92.71608, 728.3919, 36.41959, 1.262801, 500, Voltage Spike
7.286595, 134.3309, 72.86595, 20, 92.7134, 728.6595, 36.43298, 1.264963, 500, Voltage Spike
7.288808, 134.4496, 72.88808, 20, 92.71119, 728.8808, 36.44404, 1.266743, 500, Voltage Spike
7.291371, 134.5865, 72.91371, 20, 92.70863, 729.1371, 36.45686, 1.268798, 500, Voltage Spike
7.293734, 134.7124, 72.93734, 20, 92.70627, 729.3734, 36.46867, 1.270685, 500, Voltage Spike
7.295986, 134.8318, 72.95986, 20, 92.70401, 729.5986, 36.47993, 1.272477, 500, Voltage Spike
7.298308, 134.9545, 72.98309, 20, 92.70169, 729.8308, 36.49154, 1.274318, 500, Voltage Spike
7.300778, 135.0846, 73.00778, 20, 92.69922, 730.0778, 36.50389, 1.276269, 500, Voltage Spike
7.303237, 135.2135, 73.03237, 20, 92.69676, 730.3237, 36.51619, 1.278203, 500, Voltage Spike
7.305691, 135.3417, 73.05692, 20, 92.69431, 730.5692, 36.52846, 1.280125, 500, Voltage Spike
7.30808, 135.4659, 73.0808, 20, 92.69192, 730.808, 36.5404, 1.281989, 500, Voltage Spike
7.310188, 135.5752, 73.10188, 20, 92.68981, 731.0188, 36.55094, 1.283628, 500, Voltage Spike
7.312157, 135.6769, 73.12157, 20, 92.68784, 731.2157, 36.56078, 1.285153, 500, Voltage Spike
7.31464, 135.8047, 73.1464, 20, 92.68536, 731.464, 36.5732, 1.287071, 500, Voltage Spike
7.317199, 135.9358, 73.17199, 20, 92.6828, 731.7198, 36.58599, 1.289037, 500, Voltage Spike
7.319388, 136.0476, 73.19388, 20, 92.68061, 731.9388, 36.59694, 1.290714, 500, Voltage Spike
7.321634, 136.1618, 73.21634, 20, 92.67837, 732.1634, 36.60817, 1.292427, 500, Voltage Spike
7.323807, 136.2719, 73.23808, 20, 92.67619, 732.3807, 36.61904, 1.294078, 500, Voltage Spike
7.326188, 136.392, 73.26188, 20, 92.67381, 732.6188, 36.63094, 1.29588, 500, Voltage Spike
7.328581, 136.5123, 73.28581, 20, 92.67142, 732.8581, 36.64291, 1.297684, 500, Voltage Spike
7.330584, 136.6126, 73.30583, 20, 92.66942, 733.0583, 36.65292, 1.299189, 500, Voltage Spike
7.332763, 136.7213, 73.32763, 20, 92.66724, 733.2762, 36.66381, 1.300819, 500, Voltage Spike
7.33531, 136.8478, 73.3531, 20, 92.66469, 733.531, 36.67655, 1.302718, 500, Voltage Spike
7.337396, 136.9511, 73.37396, 20, 92.66261, 733.7396, 36.68698, 1.304266, 500, Voltage Spike
7.339397, 137.0497, 73.39397, 20, 92.6606, 733.9398, 36.69699, 1.305746, 500, Voltage Spike
7.341777, 137.1666, 73.41777, 20, 92.65823, 734.1777, 36.70889, 1.307499, 500, Voltage Spike
7.344121, 137.2813, 73.44121, 20, 92.65588, 734.4121, 36.7206, 1.309219, 500, Voltage Spike
7.346535, 137.3988, 73.46535, 20, 92.65347, 734.6535, 36.73268, 1.310982, 500, Voltage Spike
7.348619, 137.4999, 73.48619, 20, 92.65138, 734.8619, 36.7431, 1.312498, 500, Voltage Spike
7.351171, 137.6232, 73.51172, 20, 92.64883, 735.1171, 36.75586, 1.314348, 500, Voltage Spike
7.353227, 137.722, 73.53227, 20, 92.64677, 735.3227, 36.76614, 1.315831, 500, Voltage Spike
7.355593, 137.8354, 73.55593, 20, 92.64441, 735.5593, 36.77797, 1.317531, 500, Voltage Spike
7.358145, 137.9571, 73.58145, 20, 92.64185, 735.8145, 36.79073, 1.319356, 500, Voltage Spike
7.360474, 138.0676, 73.60474, 20, 92.63953, 736.0474, 36.80237, 1.321015, 500, Voltage Spike
7.363047, 138.1892, 73.63046, 20, 92.63696, 736.3047, 36.81523, 1.322839, 500, Voltage Spike
7.365687, 138.3134, 73.65688, 20, 92.63432, 736.5687, 36.82844, 1.324702, 500, Voltage Spike
7.367876, 138.4159, 73.67876, 20, 92.63213, 736.7876, 36.83938, 1.326238, 500, Voltage Spike
7.370368, 138.532, 73.70368, 20, 92.62963, 737.0368, 36.85184, 1.327981, 500, Voltage Spike
7.373108, 138.6591, 73.73108, 20, 92.62689, 737.3108, 36.86554, 1.329887, 500, Voltage Spike
7.375152, 138.7535, 73.75152, 20, 92.62485, 737.5152, 36.87576, 1.331302, 500, Voltage Spike
7.377208, 138.848, 73.77208, 20, 92.6228, 737.7208, 36.88604, 1.33272, 500, Voltage Spike
7.379206, 138.9395, 73.79205, 20, 92.6208, 737.9206, 36.89603, 1.334093, 500, Voltage Spike
7.381629, 139.05, 73.81628, 20, 92.61837, 738.1628, 36.90814, 1.33575, 500, Voltage Spike
7.384083, 139.1614, 73.84083, 20, 92.61592, 738.4083, 36.92041, 1.337421, 500, Voltage Spike
7.386496, 139.2704, 73.86496, 20, 92.6135, 738.6495, 36.93248, 1.339056, 500, Voltage Spike
7.388761, 139.3722, 73.8876, 20, 92.61124, 738.876, 36.9438, 1.340584, 500, Voltage Spike
7.390935, 139.4696, 73.90935, 20, 92.60906, 739.0935, 36.95467, 1.342044, 500, Voltage Spike
7.393073, 139.5648, 73.93073, 20, 92.60693, 739.3073, 36.96536, 1.343473, 500, Voltage Spike
7.395842, 139.6877, 73.95842, 20, 92.60416, 739.5842, 36.97921, 1.345315, 500, Voltage Spike
7.39766, 139.768, 73.9766, 20, 92.60234, 739.7661, 36.9883, 1.346519, 500, Voltage Spike
7.400517, 139.8935, 74.00517, 20, 92.59948, 740.0518, 37.00259, 1.348402, 500, Voltage Spike
7.402794, 139.993, 74.02795, 20, 92.59721, 740.2794, 37.01397, 1.349895, 500, Voltage Spike
7.404876, 140.0836, 74.04876, 20, 92.59512, 740.4876, 37.02438, 1.351254, 500, Voltage Spike
7.407082, 140.1791, 74.07082, 20, 92.59292, 740.7082, 37.03541, 1.352687, 500, Voltage Spike
7.409307, 140.2751, 74.09307, 20, 92.59069, 740.9307, 37.04654, 1.354126, 500, Voltage Spike
7.412035, 140.3921, 74.12035, 20, 92.58797, 741.2036, 37.06018, 1.355881, 500, Voltage Spike
7.413939, 140.4734, 74.13939, 20, 92.58606, 741.3939, 37.06969, 1.3571, 500, Voltage Spike
7.423135, 140.8613, 74.23135, 20, 92.57687, 742.3135, 37.11568, 1.362919, 500, Voltage Spike
7.425479, 140.9589, 74.25479, 20, 92.57452, 742.5479, 37.1274, 1.364383, 500, Voltage Spike
7.427838, 141.0566, 74.27838, 20, 92.57216, 742.7838, 37.13919, 1.36585, 500, Voltage Spike
7.430169, 141.1527, 74.30169, 20, 92.56983, 743.0168, 37.15084, 1.367291, 500, Voltage Spike
7.432755, 141.2588, 74.32755, 20, 92.56725, 743.2755, 37.16377, 1.368882, 500, Voltage Spike
7.434955, 141.3485, 74.34955, 20, 92.56505, 743.4955, 37.17477, 1.370228, 500, Voltage Spike
7.437571, 141.4547, 74.37571, 20, 92.56243, 743.7571, 37.18785, 1.37182, 500, Voltage Spike
7.440491, 141.5724, 74.40491, 20, 92.55951, 744.0491, 37.20245, 1.373586, 500, Voltage Spike
7.443159, 141.6793, 74.43159, 20, 92.55684, 744.3159, 37.2158, 1.375189, 500, Voltage Spike
7.445317, 141.7652, 74.45317, 20, 92.55468, 744.5317, 37.22659, 1.376479, 500, Voltage Spike
7.447461, 141.8502, 74.47461, 20, 92.55254, 744.7461, 37.2373, 1.377753, 500, Voltage Spike
7.449579, 141.9337, 74.49579, 20, 92.55042, 744.9579, 37.24789, 1.379006, 500, Voltage Spike
7.451734, 142.0183, 74.51734, 20, 92.54826, 745.1734, 37.25867, 1.380275, 500, Voltage Spike
7.454101, 142.1107, 74.54101, 20, 92.5459, 745.4101, 37.2705, 1.381661, 500, Voltage Spike
7.456414, 142.2005, 74.56414, 20, 92.54359, 745.6414, 37.28207, 1.383008, 500, Voltage Spike
7.458423, 142.2781, 74.58423, 20, 92.54158, 745.8423, 37.29211, 1.384172, 500, Voltage Spike
7.460647, 142.3636, 74.60647, 20, 92.53935, 746.0646, 37.30323, 1.385454, 500, Voltage Spike
7.463095, 142.4572, 74.63095, 20, 92.5369, 746.3095, 37.31548, 1.386858, 500, Voltage Spike
7.46518, 142.5364, 74.6518, 20, 92.53482, 746.518, 37.3259, 1.388046, 500, Voltage Spike
7.467679, 142.6308, 74.67679, 20, 92.53232, 746.7679, 37.33839, 1.389463, 500, Voltage Spike
7.46982, 142.7113, 74.6982, 20, 92.53018, 746.9821, 37.3491, 1.39067, 500, Voltage Spike
7.47223, 142.8014, 74.7223, 20, 92.52777, 747.223, 37.36115, 1.39202, 500, Voltage Spike
7.474289, 142.8779, 74.7429, 20, 92.52571, 747.429, 37.37145, 1.393168, 500, Voltage Spike
7.476334, 142.9535, 74.76334, 20, 92.52367, 747.6334, 37.38167, 1.394302, 500, Voltage Spike
7.478344, 143.0274, 74.78345, 20, 92.52165, 747.8345, 37.39172, 1.395411, 500, Voltage Spike
7.481196, 143.1317, 74.81197, 20, 92.51881, 748.1196, 37.40598, 1.396975, 500, Voltage Spike
7.483769, 143.2251, 74.83769, 20, 92.51623, 748.377, 37.41885, 1.398376, 500, Voltage Spike
7.486225, 143.3136, 74.86225, 20, 92.51378, 748.6225, 37.43113, 1.399704, 500, Voltage Spike
7.488434, 143.3928, 74.88435, 20, 92.51157, 748.8434, 37.44217, 1.400892, 500, Voltage Spike
7.490561, 143.4686, 74.90561, 20, 92.50944, 749.0561, 37.4528, 1.40203, 500, Voltage Spike
7.492974, 143.5542, 74.92974, 20, 92.50703, 749.2974, 37.46487, 1.403312, 500, Voltage Spike
7.495343, 143.6376, 74.95343, 20, 92.50465, 749.5343, 37.47672, 1.404563, 500, Voltage Spike
7.498232, 143.7386, 74.98232, 20, 92.50177, 749.8232, 37.49116, 1.406079, 500, Voltage Spike
7.500762, 143.8264, 75.00762, 20, 92.49924, 750.0762, 37.50381, 1.407396, 500, Voltage Spike
7.50345, 143.919, 75.0345, 20, 92.49655, 750.345, 37.51725, 1.408786, 500, Voltage Spike
7.505562, 143.9913, 75.05562, 20, 92.49444, 750.5562, 37.52781, 1.40987, 500, Voltage Spike
7.507582, 144.0601, 75.07582, 20, 92.49242, 750.7582, 37.53791, 1.410902, 500, Voltage Spike
7.509984, 144.1414, 75.09985, 20, 92.49001, 750.9985, 37.54992, 1.412121, 500, Voltage Spike
7.512326, 144.2201, 75.12326, 20, 92.48767, 751.2326, 37.56163, 1.413302, 500, Voltage Spike
7.514328, 144.287, 75.14328, 20, 92.48567, 751.4328, 37.57164, 1.414305, 500, Voltage Spike
7.516477, 144.3584, 75.16476, 20, 92.48352, 751.6476, 37.58238, 1.415376, 500, Voltage Spike
7.518826, 144.4359, 75.18826, 20, 92.48117, 751.8826, 37.59413, 1.416539, 500, Voltage Spike
7.520988, 144.5068, 75.20988, 20, 92.47901, 752.0988, 37.60494, 1.417602, 500, Voltage Spike
7.523357, 144.584, 75.23357, 20, 92.47664, 752.3358, 37.61679, 1.41876, 500, Voltage Spike
7.525414, 144.6505, 75.25414, 20, 92.47459, 752.5414, 37.62707, 1.419758, 500, Voltage Spike
7.528119, 144.7375, 75.28119, 20, 92.47188, 752.8119, 37.64059, 1.421062, 500, Voltage Spike
7.53041, 144.8106, 75.3041, 20, 92.46959, 753.041, 37.65205, 1.422159, 500, Voltage Spike
7.532553, 144.8785, 75.32553, 20, 92.46745, 753.2552, 37.66277, 1.423177, 500, Voltage Spike
7.535068, 144.9577, 75.35068, 20, 92.46494, 753.5068, 37.67534, 1.424365, 500, Voltage Spike
7.537302, 145.0275, 75.37302, 20, 92.4627, 753.7302, 37.68651, 1.425412, 500, Voltage Spike
7.539413, 145.093, 75.39413, 20, 92.46059, 753.9413, 37.69706, 1.426395, 500, Voltage Spike
7.541569, 145.1595, 75.4157, 20, 92.45843, 754.1569, 37.70785, 1.427392, 500, Voltage Spike
7.543844, 145.2292, 75.43844, 20, 92.45615, 754.3844, 37.71922, 1.428437, 500, Voltage Spike
7.546206, 145.301, 75.46207, 20, 92.4538, 754.6207, 37.73103, 1.429515, 500, Voltage Spike
7.548691, 145.376, 75.48692, 20, 92.45131, 754.8691, 37.74346, 1.43064, 500, Voltage Spike
7.551228, 145.4519, 75.51228, 20, 92.44878, 755.1227, 37.75614, 1.431778, 500, Voltage Spike
7.553308, 145.5137, 75.53308, 20, 92.44669, 755.3309, 37.76654, 1.432706, 500, Voltage Spike
7.55529, 145.5722, 75.5529, 20, 92.44471, 755.5291, 37.77645, 1.433584, 500, Voltage Spike
7.557503, 145.6371, 75.57504, 20, 92.4425, 755.7503, 37.78752, 1.434557, 500, Voltage Spike
7.559536, 145.6963, 75.59537, 20, 92.44046, 755.9537, 37.79768, 1.435445, 500, Voltage Spike
7.561655, 145.7576, 75.61655, 20, 92.43835, 756.1655, 37.80827, 1.436364, 500, Voltage Spike
7.564126, 145.8285, 75.64126, 20, 92.43587, 756.4125, 37.82063, 1.437428, 500, Voltage Spike
7.566424, 145.894, 75.66425, 20, 92.43358, 756.6425, 37.83212, 1.438409, 500, Voltage Spike
7.568633, 145.9563, 75.68633, 20, 92.43137, 756.8633, 37.84316, 1.439345, 500, Voltage Spike
7.570687, 146.014, 75.70687, 20, 92.42931, 757.0687, 37.85344, 1.44021, 500, Voltage Spike
7.573303, 146.0868, 75.73303, 20, 92.4267, 757.3303, 37.86652, 1.441302, 500, Voltage Spike
7.575925, 146.1591, 75.75925, 20, 92.42407, 757.5925, 37.87963, 1.442386, 500, Voltage Spike
7.578728, 146.2356, 75.78728, 20, 92.42127, 757.8728, 37.89364, 1.443534, 500, Voltage Spike
7.580687, 146.2887, 75.80687, 20, 92.41931, 758.0687, 37.90343, 1.44433, 500, Voltage Spike
7.58386, 146.3739, 75.83861, 20, 92.41614, 758.386, 37.9193, 1.445608, 500, Voltage Spike
7.586366, 146.4404, 75.86366, 20, 92.41364, 758.6366, 37.93183, 1.446606, 500, Voltage Spike
7.588367, 146.4931, 75.88367, 20, 92.41164, 758.8367, 37.94183, 1.447397, 500, Voltage Spike
7.591158, 146.566, 75.91158, 20, 92.40884, 759.1158, 37.95579, 1.44849, 500, Voltage Spike
7.593767, 146.6335, 75.93767, 20, 92.40623, 759.3766, 37.96883, 1.449502, 500, Voltage Spike
7.596053, 146.692, 75.96053, 20, 92.40395, 759.6053, 37.98026, 1.45038, 500, Voltage Spike
7.598402, 146.7517, 75.98402, 20, 92.4016, 759.8402, 37.99201, 1.451275, 500, Voltage Spike
7.601142, 146.8206, 76.01142, 20, 92.39886, 760.1143, 38.00571, 1.452309, 500, Voltage Spike
7.603536, 146.8802, 76.03536, 20, 92.39646, 760.3536, 38.01768, 1.453203, 500, Voltage Spike
7.605584, 146.9308, 76.05584, 20, 92.39442, 760.5583, 38.02792, 1.453961, 500, Voltage Spike
7.607726, 146.9832, 76.07726, 20, 92.39227, 760.7726, 38.03863, 1.454748, 500, Voltage Spike
7.610189, 147.043, 76.1019, 20, 92.38981, 761.0189, 38.05095, 1.455644, 500, Voltage Spike
7.612057, 147.0879, 76.12057, 20, 92.38794, 761.2057, 38.06028, 1.456318, 500, Voltage Spike
7.614696, 147.1508, 76.14696, 20, 92.38531, 761.4696, 38.07348, 1.457261, 500, Voltage Spike
7.617456, 147.2158, 76.17456, 20, 92.38255, 761.7457, 38.08728, 1.458237, 500, Voltage Spike
7.619559, 147.2649, 76.19559, 20, 92.38044, 761.9559, 38.0978, 1.458973, 500, Voltage Spike
7.622254, 147.3271, 76.22254, 20, 92.37775, 762.2255, 38.11127, 1.459907, 500, Voltage Spike
7.625102, 147.3921, 76.25102, 20, 92.3749, 762.5102, 38.12551, 1.460882, 500, Voltage Spike
7.627614, 147.4488, 76.27615, 20, 92.37238, 762.7615, 38.13807, 1.461732, 500, Voltage Spike
7.630238, 147.5074, 76.30238, 20, 92.36977, 763.0237, 38.15119, 1.46261, 500, Voltage Spike
7.632688, 147.5614, 76.32687, 20, 92.36731, 763.2687, 38.16344, 1.463421, 500, Voltage Spike
7.634839, 147.6084, 76.34839, 20, 92.36516, 763.4839, 38.17419, 1.464126, 500, Voltage Spike
7.637269, 147.661, 76.3727, 20, 92.36273, 763.7269, 38.18635, 1.464915, 500, Voltage Spike
7.639996, 147.7192, 76.39996, 20, 92.36, 763.9996, 38.19998, 1.465788, 500, Voltage Spike
7.642126, 147.7643, 76.42126, 20, 92.35787, 764.2126, 38.21063, 1.466464, 500, Voltage Spike
7.644756, 147.8192, 76.44756, 20, 92.35524, 764.4756, 38.22378, 1.467288, 500, Voltage Spike
7.647363, 147.873, 76.47363, 20, 92.35264, 764.7363, 38.23681, 1.468095, 500, Voltage Spike
7.649667, 147.92, 76.49667, 20, 92.35033, 764.9667, 38.24834, 1.4688, 500, Voltage Spike
7.651922, 147.9655, 76.51923, 20, 92.34808, 765.1922, 38.25961, 1.469483, 500, Voltage Spike
7.65407, 148.0084, 76.5407, 20, 92.34593, 765.407, 38.27035, 1.470126, 500, Voltage Spike
7.656394, 148.0543, 76.56394, 20, 92.34361, 765.6394, 38.28197, 1.470814, 500, Voltage Spike
7.658564, 148.0966, 76.58563, 20, 92.34144, 765.8564, 38.29282, 1.47145, 500, Voltage Spike
7.660571, 148.1354, 76.60571, 20, 92.33943, 766.0571, 38.30286, 1.472032, 500, Voltage Spike
7.662853, 148.179, 76.62853, 20, 92.33714, 766.2853, 38.31427, 1.472686, 500, Voltage Spike
7.665267, 148.2246, 76.65267, 20, 92.33473, 766.5267, 38.32634, 1.473369, 500, Voltage Spike
7.667706, 148.2701, 76.67706, 20, 92.33229, 766.7706, 38.33853, 1.474051, 500, Voltage Spike
7.670004, 148.3124, 76.70004, 20, 92.32999, 767.0004, 38.35002, 1.474686, 500, Voltage Spike
7.672461, 148.357, 76.72461, 20, 92.32754, 767.246, 38.3623, 1.475355, 500, Voltage Spike
7.674694, 148.3971, 76.74694, 20, 92.3253, 767.4694, 38.37347, 1.475956, 500, Voltage Spike
7.677389, 148.4448, 76.7739, 20, 92.32261, 767.7389, 38.38695, 1.476672, 500, Voltage Spike
7.679713, 148.4854, 76.79713, 20, 92.32029, 767.9713, 38.39856, 1.47728, 500, Voltage Spike
7.682022, 148.5251, 76.82022, 20, 92.31798, 768.2022, 38.41011, 1.477877, 500, Voltage Spike
7.684877, 148.5736, 76.84877, 20, 92.31512, 768.4877, 38.42439, 1.478604, 500, Voltage Spike
7.686903, 148.6075, 76.86903, 20, 92.3131, 768.6903, 38.43452, 1.479112, 500, Voltage Spike
7.689224, 148.6458, 76.89223, 20, 92.31078, 768.9224, 38.44612, 1.479687, 500, Voltage Spike
7.691303, 148.6797, 76.91302, 20, 92.3087, 769.1302, 38.45651, 1.480196, 500, Voltage Spike
7.693771, 148.7194, 76.93771, 20, 92.30623, 769.3771, 38.46886, 1.480791, 500, Voltage Spike
7.695868, 148.7526, 76.95868, 20, 92.30413, 769.5868, 38.47934, 1.481289, 500, Voltage Spike
7.697876, 148.784, 76.97876, 20, 92.30212, 769.7876, 38.48938, 1.48176, 500, Voltage Spike
7.700212, 148.8201, 77.00212, 20, 92.29979, 770.0212, 38.50106, 1.482301, 500, Voltage Spike
7.702734, 148.8584, 77.02734, 20, 92.29726, 770.2734, 38.51367, 1.482876, 500, Voltage Spike
7.704763, 148.8888, 77.04764, 20, 92.29523, 770.4763, 38.52382, 1.483331, 500, Voltage Spike
7.706797, 148.9188, 77.06796, 20, 92.29321, 770.6797, 38.53398, 1.483782, 500, Voltage Spike
7.708848, 148.9487, 77.08848, 20, 92.29115, 770.8848, 38.54424, 1.48423, 500, Voltage Spike
7.711571, 148.9877, 77.11572, 20, 92.28843, 771.1571, 38.55786, 1.484815, 500, Voltage Spike
7.713818, 149.0193, 77.13818, 20, 92.28618, 771.3818, 38.56909, 1.48529, 500, Voltage Spike
7.716704, 149.0592, 77.16704, 20, 92.28329, 771.6704, 38.58352, 1.485888, 500, Voltage Spike
7.718705, 149.0864, 77.18705, 20, 92.2813, 771.8705, 38.59352, 1.486296, 500, Voltage Spike
7.720768, 149.114, 77.20769, 20, 92.27923, 772.0768, 38.60384, 1.48671, 500, Voltage Spike
7.723232, 149.1465, 77.23232, 20, 92.27676, 772.3232, 38.61616, 1.487197, 500, Voltage Spike
7.725461, 149.1753, 77.25461, 20, 92.27454, 772.5461, 38.6273, 1.487629, 500, Voltage Spike
7.727642, 149.203, 77.27641, 20, 92.27236, 772.7642, 38.63821, 1.488045, 500, Voltage Spike
7.730363, 149.2369, 77.30363, 20, 92.26964, 773.0363, 38.65182, 1.488554, 500, Voltage Spike
7.732495, 149.263, 77.32495, 20, 92.2675, 773.2495, 38.66248, 1.488944, 500, Voltage Spike
7.734922, 149.2921, 77.34922, 20, 92.26508, 773.4922, 38.67461, 1.489381, 500, Voltage Spike
7.737038, 149.317, 77.37038, 20, 92.26296, 773.7037, 38.68519, 1.489755, 500, Voltage Spike
7.739129, 149.3412, 77.39129, 20, 92.26087, 773.9129, 38.69564, 1.490118, 500, Voltage Spike
7.741226, 149.365, 77.41225, 20, 92.25877, 774.1226, 38.70613, 1.490475, 500, Voltage Spike
7.743427, 149.3895, 77.43427, 20, 92.25658, 774.3427, 38.71713, 1.490843, 500, Voltage Spike
7.745687, 149.4142, 77.45688, 20, 92.25431, 774.5687, 38.72844, 1.491213, 500, Voltage Spike
7.747967, 149.4386, 77.47968, 20, 92.25203, 774.7968, 38.73984, 1.491579, 500, Voltage Spike
7.750382, 149.4638, 77.50382, 20, 92.24962, 775.0383, 38.75191, 1.491958, 500, Voltage Spike
7.752889, 149.4894, 77.52889, 20, 92.24711, 775.2889, 38.76445, 1.492342, 500, Voltage Spike
7.754909, 149.5096, 77.54909, 20, 92.24509, 775.4908, 38.77454, 1.492644, 500, Voltage Spike
7.757672, 149.5366, 77.57672, 20, 92.24232, 775.7672, 38.78836, 1.493049, 500, Voltage Spike
7.760181, 149.5604, 77.60181, 20, 92.23982, 776.0181, 38.8009, 1.493406, 500, Voltage Spike
7.762474, 149.5816, 77.62473, 20, 92.23753, 776.2474, 38.81237, 1.493724, 500, Voltage Spike
7.764696, 149.6017, 77.64696, 20, 92.23531, 776.4696, 38.82348, 1.494025, 500, Voltage Spike
7.767364, 149.6251, 77.67364, 20, 92.23264, 776.7363, 38.83682, 1.494376, 500, Voltage Spike
7.769571, 149.644, 77.69571, 20, 92.23043, 776.9571, 38.84785, 1.494659, 500, Voltage Spike
7.77182, 149.6627, 77.7182, 20, 92.22818, 777.182, 38.8591, 1.49494, 500, Voltage Spike
7.774473, 149.6841, 77.74474, 20, 92.22552, 777.4473, 38.87237, 1.495261, 500, Voltage Spike
7.776661, 149.7012, 77.76661, 20, 92.22334, 777.6661, 38.8833, 1.495518, 500, Voltage Spike
7.778863, 149.718, 77.78864, 20, 92.22114, 777.8864, 38.89432, 1.49577, 500, Voltage Spike
7.78089, 149.733, 77.8089, 20, 92.21911, 778.0889, 38.90445, 1.495995, 500, Voltage Spike
7.783306, 149.7504, 77.83306, 20, 92.21669, 778.3306, 38.91653, 1.496255, 500, Voltage Spike
